nombre,estilo,alcohol_%,min_IBU,max_IBU,astringencia,cuerpo,alcohol_gr/lt,amargor,dulzor,acidez,salado,frutado,lupulo,especias,malteado,opinion_aroma,opinion_apariencia,opinion_paladar,opinion_sabor,opinion_general
India Pale Ale,Blonde Ale - American,5.0,15,25,6,12,4,20,12,2,0,2,28,0,23,3.5,4.0,2.75,4.0,3.02
Samurai Ale,Blonde Ale - American,5.1,15,25,36,31,6,43,47,58,0,50,71,4,107,3.3,3.58,3.58,3.43,3.7
Bombshell Blonde,Blonde Ale - American,5.25,15,25,29,41,10,28,27,26,0,30,41,6,67,3.61,3.85,3.86,3.75,3.99
Farmhouse Summer Ale,Blonde Ale - American,4.6,15,25,12,17,6,28,27,35,0,33,41,14,46,3.31,3.44,3.45,3.43,3.74
Single Chair Golden Ale,Blonde Ale - American,5.0,15,25,22,40,10,22,34,45,0,34,50,7,64,3.23,3.44,3.46,3.4,3.58
Citra Blonde Summer Brew,Blonde Ale - American,4.3,15,25,13,42,13,71,22,80,2,97,55,0,45,3.78,3.38,3.63,3.67,3.69
True Blonde Ale,Blonde Ale - American,5.3,15,25,27,38,6,31,57,42,1,42,44,7,84,3.28,3.46,3.46,3.39,3.57
Prairie Path Ale,Blonde Ale - American,5.1,15,25,24,26,7,43,38,32,1,37,70,7,68,3.42,3.58,3.47,3.42,3.63
Summer Ale,Blonde Ale - American,4.4,15,25,16,22,3,25,14,25,0,27,37,1,46,3.16,3.47,3.48,3.33,3.61
Aud Blonde,Blonde Ale - American,4.5,15,25,27,38,4,51,27,43,0,36,80,8,49,3.57,3.81,3.89,3.81,4.15
Gossamer Golden Ale,Blonde Ale - American,4.2,15,25,23,44,9,55,41,54,0,74,97,5,67,3.82,3.78,3.84,3.85,4.12
Heavy Seas - Gold Ale,Blonde Ale - American,4.5,15,25,22,31,7,34,33,27,0,31,53,3,61,3.29,3.59,3.52,3.49,3.6
Sum'r Summer Ale,Blonde Ale - American,4.0,15,25,27,34,6,41,30,48,0,48,61,1,65,3.52,3.69,3.65,3.71,3.77
Summer Honey Ale,Blonde Ale - American,4.7,15,25,19,46,18,36,78,24,0,27,73,28,120,3.33,3.43,3.39,3.35,3.53
Ballantine XXX Ale,Blonde Ale - American,4.85,15,25,18,41,4,33,27,16,2,14,64,3,51,2.82,3.12,3.11,3.11,3.38
Molson Export,Blonde Ale - American,5.0,15,25,19,31,6,33,30,25,0,18,39,2,43,2.75,3.12,3.13,3.16,3.4
Lonely Blonde,Blonde Ale - American,4.8,15,25,26,32,19,32,45,35,0,41,50,4,92,3.3,3.4,3.47,3.4,3.5
Summer Blonde Ale,Blonde Ale - American,4.5,15,25,15,23,5,17,21,32,0,34,27,3,44,3.03,3.19,3.12,3.12,3.39
Knockout Blonde,Blonde Ale - American,5.0,15,25,28,35,16,102,30,64,0,76,16,9,62,3.96,4.2,4.13,4.2,4.35
Blonde Ale,Blonde Ale - American,4.6,15,25,19,33,3,36,22,35,1,27,54,3,60,3.4,3.47,3.61,3.56,3.88
Bare Ass Blonde Ale,Blonde Ale - American,5.0,15,25,25,30,6,27,32,24,0,24,39,0,66,3.37,3.57,3.57,3.73,3.8
NOLA Blonde AleNew Orleans Lager & Ale Brewing Company (NOLA),Blonde Ale - American,4.9,15,25,10,24,7,36,49,52,2,44,52,3,66,3.77,3.94,3.9,3.79,4.08
Alamo Golden Ale,Blonde Ale - American,5.1,15,25,21,21,9,29,18,5,1,5,44,4,50,3.32,3.36,3.54,3.54,3.69
Golden Ale,Blonde Ale - American,4.7,15,25,32,34,9,29,26,17,0,17,46,7,48,3.38,3.61,3.62,3.65,3.99
Leffe Blonde,Blonde Ale - Belgian,6.6,15,30,14,23,12,13,34,11,0,28,16,22,32,3.58,3.79,3.59,3.57,3.64
Affligem Blond,Blonde Ale - Belgian,6.8,15,30,19,28,12,20,47,36,0,38,25,17,41,3.81,4.02,3.85,3.89,3.94
Trappist Westvleteren BlondBrouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Blonde Ale - Belgian,5.8,15,30,33,46,10,44,40,55,0,70,57,32,46,4.16,4.22,4.25,4.23,4.37
Devotion,Blonde Ale - Belgian,6.0,15,30,31,33,10,74,45,49,0,72,112,38,63,3.82,3.97,3.82,3.88,3.96
Grimbergen Blonde,Blonde Ale - Belgian,6.7,15,30,11,31,16,19,63,57,2,45,22,25,45,3.63,3.84,3.68,3.73,3.81
Maredsous 6 - Blonde,Blonde Ale - Belgian,6.0,15,30,13,38,12,24,66,41,0,54,45,16,66,3.74,4.07,3.77,3.78,3.89
Saxo,Blonde Ale - Belgian,8.0,15,30,17,37,26,24,92,76,0,96,61,24,61,3.93,3.93,3.91,3.92,4.0
La Trappe Blond (Koningshoeven / Dominus),Blonde Ale - Belgian,6.5,15,30,23,53,28,28,61,45,0,52,36,25,45,3.67,3.82,3.68,3.67,3.76
Augustijn Blond,Blonde Ale - Belgian,7.5,15,30,22,31,28,20,71,40,0,64,28,29,42,3.6,4.03,3.65,3.53,3.69
Kasteel Blond,Blonde Ale - Belgian,7.0,15,30,16,29,21,20,50,30,0,42,32,15,42,3.81,3.92,3.95,3.95,3.88
Blond,Blonde Ale - Belgian,6.0,15,30,33,35,22,28,82,59,0,63,61,33,56,3.77,3.94,3.84,3.86,3.98
St. Feuillien Blonde,Blonde Ale - Belgian,7.5,15,30,29,38,20,39,78,65,0,77,63,32,35,3.83,3.9,3.72,3.9,3.94
Bink Blond,Blonde Ale - Belgian,5.5,15,30,19,46,16,53,73,69,1,57,85,35,67,3.81,3.84,3.71,3.73,3.82
Blond,Blonde Ale - Belgian,8.0,15,30,31,52,24,23,79,10,0,85,63,48,71,3.99,3.99,3.96,4.15,3.95
Tongerlo Blond,Blonde Ale - Belgian,6.0,15,30,15,38,16,27,75,44,0,43,37,34,62,3.5,3.7,3.3,3.3,3.43
Southside Blonde,Blonde Ale - Belgian,5.5,15,30,21,27,9,19,41,49,1,60,39,25,40,3.75,3.83,3.67,3.75,3.83
Belgian Blonde,Blonde Ale - Belgian,5.0,15,30,21,32,10,30,54,50,0,59,45,22,62,3.6,3.69,3.54,3.5,3.71
La Binchoise Blonde TraditionBrasserie La Binchoise (Malterie des Remparts),Blonde Ale - Belgian,6.5,15,30,16,43,19,27,82,65,0,79,44,29,39,3.73,3.84,3.84,3.89,4.0
Brunehaut Blonde,Blonde Ale - Belgian,6.5,15,30,23,47,15,24,62,47,0,56,54,24,62,3.39,3.39,3.44,3.39,3.56
Steenbrugge Blond,Blonde Ale - Belgian,6.5,15,30,18,38,21,28,81,64,0,66,49,35,66,3.61,3.71,3.63,3.58,3.55
Abbaye De Floreffe Blonde,Blonde Ale - Belgian,6.3,15,30,17,25,15,33,76,44,0,49,55,30,65,3.59,3.74,3.59,3.74,3.82
La Gauloise Blonde,Blonde Ale - Belgian,6.3,15,30,27,35,20,27,54,54,0,54,33,34,57,3.5,3.62,3.43,3.48,3.71
Valeir Blond,Blonde Ale - Belgian,6.5,15,30,22,34,10,37,89,76,1,71,52,26,72,3.88,3.88,3.82,3.92,3.98
Celestial Blonde Ale,Blonde Ale - Belgian,7.0,15,30,13,21,13,17,39,27,0,35,25,16,29,3.62,3.75,3.5,3.75,3.75
't Smisje Blond,Blonde Ale - Belgian,6.0,15,30,11,34,14,21,31,82,0,79,43,15,22,3.26,3.57,3.26,3.08,3.03
De Koninck Blond,Blonde Ale - Belgian,6.0,15,30,21,42,20,24,64,54,0,50,41,16,39,3.46,3.46,3.51,3.51,3.61
Wendelinus Blonde,Blonde Ale - Belgian,6.8,15,30,16,40,19,26,94,44,0,52,41,36,71,3.7,3.53,3.43,3.47,3.47
Ename Blond,Blonde Ale - Belgian,6.5,15,30,12,11,6,9,13,16,0,11,12,2,7,3.3,3.7,3.1,3.1,3.1
St. Idesbald Blond,Blonde Ale - Belgian,6.0,15,30,20,24,10,21,28,34,0,30,29,14,30,3.19,3.53,3.28,3.25,3.31
Abbaye D'Aulne Blonde Des Pères (Sur Lie) 6°,Blonde Ale - Belgian,6.0,15,30,22,44,7,28,60,46,0,45,38,28,31,3.56,3.56,3.53,3.56,3.56
Viven Blond,Blonde Ale - Belgian,6.1,15,30,14,27,9,21,51,41,0,57,44,19,28,3.88,3.5,3.75,3.88,3.88
Summer Belgian-Style Blonde Ale,Blonde Ale - Belgian,5.5,15,30,32,34,10,25,51,58,0,72,32,43,61,3.53,3.35,3.74,3.71,3.76
Pater Lieven Blond,Blonde Ale - Belgian,6.5,15,30,10,18,4,13,27,21,0,21,20,8,16,3.31,3.69,3.44,3.56,3.5
Troegenator,Bock - Doppelbock,8.2,17,27,11,63,17,16,117,25,0,38,15,10,93,3.77,3.88,3.85,3.92,3.9
Spaten Optimator,Bock - Doppelbock,7.6,17,27,9,43,16,23,93,15,1,42,21,9,111,3.78,3.92,3.87,3.97,3.89
Salvator,Bock - Doppelbock,7.9,17,27,10,31,19,21,75,17,1,24,20,4,86,3.89,3.9,3.89,3.98,3.89
Korbinian,Bock - Doppelbock,7.4,17,27,14,72,11,30,92,20,0,50,11,13,127,4.1,4.15,4.16,4.27,4.17
Samichlaus Classic Bier,Bock - Doppelbock,5.0,17,27,6,52,7,16,138,18,0,58,14,10,104,4.02,3.88,3.96,4.06,3.65
Samuel Adams Double Bock (Imperial Series)Boston Beer Company (Samuel Adams),Bock - Doppelbock,9.5,17,27,4,30,37,22,87,25,1,38,15,15,92,3.89,4.0,3.99,4.0,3.82
Andechser Doppelbock Dunkel,Bock - Doppelbock,7.1,17,27,7,71,20,31,100,21,1,55,31,7,140,4.25,4.28,4.36,4.44,4.43
Perkulator Coffee Dopplebock,Bock - Doppelbock,7.0,17,27,5,62,19,25,54,6,1,8,23,19,47,3.81,3.63,3.72,3.81,3.71
EKU 28,Bock - Doppelbock,11.0,17,27,10,44,7,26,107,25,2,43,21,9,78,3.91,3.74,3.89,3.93,3.62
Liberator Doppelbock,Bock - Doppelbock,8.5,17,27,5,63,40,53,98,23,0,45,40,9,114,4.14,4.24,4.26,4.3,4.23
Smuttynose S'muttonator (Heritage Series),Bock - Doppelbock,8.2,17,27,13,62,36,25,93,17,0,37,36,16,100,3.93,4.07,4.05,4.09,3.96
Butthead Doppelbock,Bock - Doppelbock,8.2,17,27,12,69,7,26,115,51,2,52,30,5,119,3.59,3.61,3.6,3.66,3.58
Autumnal Fire,Bock - Doppelbock,7.8,17,27,7,72,31,32,118,30,0,52,28,11,158,3.99,4.03,4.05,4.13,4.14
Weltenburger Kloster Asam-Bock,Bock - Doppelbock,6.9,17,27,6,67,22,30,102,11,1,42,18,9,148,4.02,4.1,4.06,4.16,4.09
Wasatch The Devastator Double Bock,Bock - Doppelbock,8.0,17,27,7,53,21,19,120,28,0,56,27,13,123,3.5,3.66,3.57,3.68,3.64
St. Victorious,Bock - Doppelbock,7.6,17,27,8,70,11,30,100,28,0,43,30,22,135,3.92,3.92,4.02,4.12,4.04
Urbock 23°,Bock - Doppelbock,9.6,17,27,8,54,7,15,97,18,0,25,19,4,75,3.59,3.46,3.61,3.61,3.39
Voodoovator,Bock - Doppelbock,9.5,17,27,15,89,25,62,127,18,2,60,48,4,165,3.4,3.75,3.37,3.29,3.41
Saxonator Dunkles Doppelbock,Bock - Doppelbock,8.5,17,27,10,32,31,33,121,27,0,72,27,21,144,4.17,3.83,4.67,4.5,4.33
Doppel-Hirsch,Bock - Doppelbock,7.2,17,27,8,46,18,35,112,22,0,54,29,7,105,3.75,3.68,3.66,3.83,3.77
Josephs Brau Winter Brew,Bock - Doppelbock,7.5,17,27,11,44,21,30,75,15,1,25,29,28,85,3.53,3.69,3.49,3.55,3.62
Duck-Rabbator,Bock - Doppelbock,8.5,17,27,13,64,20,26,116,27,0,44,29,15,127,4.09,3.9,3.89,4.17,3.97
Ettaler Curator Dunkler Doppelbock (US Import Version),Bock - Doppelbock,9.0,17,27,18,62,23,20,130,28,0,74,3,6,126,3.97,3.82,3.93,3.95,3.89
Blonde Doppelbock,Bock - Doppelbock,7.8,17,27,7,77,7,31,109,39,0,46,36,10,123,3.68,3.76,3.9,3.91,3.9
Doppelbock Dunkel,Bock - Doppelbock,8.5,17,27,9,49,42,50,89,17,0,34,39,17,104,3.63,3.8,3.67,3.71,3.71
Tucher Bajuvator Doppelbock,Bock - Doppelbock,7.2,17,27,15,87,37,58,52,42,0,72,47,8,172,4.06,4.03,4.09,4.17,4.14
Dark Heathen Triple Bock,Bock - Doppelbock,5.0,17,27,6,100,7,32,52,43,0,124,13,16,157,4.11,3.76,4.09,4.07,3.87
Winter Bock,Bock - Doppelbock,7.5,17,27,5,59,14,18,91,10,0,20,14,16,113,3.66,3.84,3.75,3.72,3.75
Deep Water Dopplebock,Bock - Doppelbock,7.0,17,27,9,57,17,35,69,11,0,20,23,8,116,3.39,3.76,3.25,3.25,3.38
Doppelbock Grande Cuvée Printemps,Bock - Doppelbock,8.6,17,27,11,77,38,34,52,37,0,87,28,19,129,4.09,4.1,4.09,4.21,4.06
Lobotomy Bock,Bock - Doppelbock,10.5,17,27,6,55,31,21,58,9,1,17,16,5,78,3.12,3.36,2.88,2.93,3.15
Primátor Double Bock Beer,Bock - Doppelbock,10.5,17,27,10,43,35,29,136,26,0,54,23,7,76,3.7,3.85,3.39,3.45,3.16
Icelandic DoppelbockEinstök Ölgerð (Einstök Beer Company),Bock - Doppelbock,6.7,17,27,18,96,29,49,131,16,0,42,55,7,187,4.0,3.5,3.5,3.5,3.5
Dopple Bock,Bock - Doppelbock,7.85,17,27,6,42,27,24,83,23,0,37,25,15,83,3.75,3.9,3.89,3.94,3.97
St. Nikolaus Bock Bier - Brewer's Reserve,Bock - Doppelbock,8.5,17,27,19,82,25,32,130,31,0,61,27,26,130,4.07,4.18,4.22,4.26,4.29
Emancipator Doppelbock,Bock - Doppelbock,7.0,17,27,17,60,17,23,104,27,0,32,35,11,128,3.48,3.78,3.72,3.48,3.72
Winter-Bock,Bock - Doppelbock,7.5,17,27,9,54,27,39,94,17,0,54,44,7,92,3.85,4.04,3.83,3.88,3.83
Granitbock,Bock - Doppelbock,7.3,17,27,16,52,15,29,85,30,0,37,22,10,107,3.75,3.71,3.81,3.79,3.71
Double Vision Doppelbock,Bock - Doppelbock,8.0,17,27,11,82,26,37,95,32,0,46,26,24,132,4.28,4.22,4.31,4.38,4.22
Fireman's Brew Brunette Beer,Bock - Doppelbock,8.0,17,27,9,32,20,57,101,21,0,29,37,0,147,3.82,3.95,3.5,3.5,3.59
Schneider Aventinus Eisbock,Bock - Eisbock,5.0,25,35,14,47,7,26,118,29,0,85,14,18,85,4.22,3.94,4.12,4.27,3.92
Raspberry Eisbock,Bock - Eisbock,5.0,25,35,11,58,30,13,52,36,0,99,9,6,90,3.62,4.0,4.0,4.5,4.0
Winter Wonder Lager,Bock - Eisbock,5.0,25,35,8,66,7,25,52,46,0,88,16,27,130,3.96,3.78,4.0,3.89,3.7
Ramstein Winter Wheat Eisbock,Bock - Eisbock,11.5,25,35,14,79,7,18,105,41,0,106,9,39,114,4.3,4.11,4.31,4.48,4.33
Granitbock Ice,Bock - Eisbock,11.5,25,35,9,49,46,23,52,45,1,82,10,8,110,3.5,3.5,4.0,4.0,4.0
Double Ice Bock,Bock - Eisbock,5.0,25,35,15,59,7,15,52,49,0,77,13,10,119,4.02,3.95,4.2,4.18,4.14
Eisbock (Congelator),Bock - Eisbock,9.4,25,35,12,58,46,23,124,33,1,54,28,10,92,3.54,3.77,3.73,3.62,3.65
Schorschbock Ice 13,Bock - Eisbock,5.0,25,35,2,15,15,4,36,17,0,27,2,7,16,3.5,4.0,4.0,4.0,3.5
Schorschbock 31%,Bock - Eisbock,5.0,25,35,4,5,14,2,16,6,0,10,2,4,10,4.0,4.0,4.0,4.5,3.5
La Félix,Bock - Eisbock,5.0,25,35,1,5,8,8,21,4,0,8,6,0,8,3.75,3.75,4.0,4.0,4.0
Schorschbock 57%,Bock - Eisbock,5.0,25,35,0,7,17,3,9,6,0,10,0,2,4,4.0,4.0,4.0,3.5,4.0
Eisbock,Bock - Eisbock,5.0,25,35,3,7,14,2,31,9,0,16,0,6,17,3.88,3.88,4.0,4.38,4.0
Eis Instigator,Bock - Eisbock,10.5,25,35,0,12,6,5,13,3,0,7,3,2,20,4.0,4.5,3.75,4.25,4.25
Black Ice,Bock - Eisbock,8.5,25,35,0,0,0,0,0,0,0,0,0,0,0,3.5,4.0,4.0,4.0,3.5
Dead Guy Ale,Bock - Maibock,6.8,20,38,10,47,10,49,99,24,0,42,55,19,113,3.8,3.89,3.91,4.02,4.04
Andygator,Bock - Maibock,8.0,20,38,12,30,27,29,58,18,0,18,42,5,65,3.36,3.6,3.52,3.46,3.48
Mardi Gras Bock,Bock - Maibock,6.5,20,38,16,36,9,40,64,10,0,14,57,14,131,3.23,3.55,3.41,3.37,3.54
Hofbräu Maibock (Urbock),Bock - Maibock,7.2,20,38,22,34,27,43,56,9,1,14,56,13,94,3.77,3.9,3.86,3.92,3.92
Cabin Fever,Bock - Maibock,6.0,20,38,23,26,11,24,88,7,2,13,46,2,117,3.24,3.72,3.52,3.37,3.71
John John Dead Guy Ale,Bock - Maibock,6.4,20,38,12,51,7,36,84,31,2,30,41,25,94,3.8,3.88,3.81,3.84,3.81
Dundee Pale Bock Lager,Bock - Maibock,6.25,20,38,31,44,19,52,66,11,0,11,75,17,115,3.26,3.53,3.38,3.4,3.52
Maibock,Bock - Maibock,6.7,20,38,26,68,14,62,71,22,0,28,99,20,136,3.45,3.75,3.67,3.63,3.67
Mai-Ur-Bock,Bock - Maibock,6.5,20,38,14,33,9,53,87,31,2,34,74,10,112,3.69,3.87,3.83,3.86,3.86
Samichlaus Bier Helles,Bock - Maibock,5.0,20,38,10,47,7,8,123,17,1,40,14,14,86,3.74,3.74,3.77,3.74,3.49
Blonde Bock,Bock - Maibock,7.0,20,38,14,33,26,38,50,20,2,18,58,5,74,3.25,3.58,3.47,3.35,3.41
Boss Tom's Golden Bock,Bock - Maibock,6.1,20,38,39,36,15,42,52,7,1,13,46,10,91,3.42,3.51,3.66,3.59,3.79
Maibock,Bock - Maibock,6.2,20,38,9,53,11,35,65,15,0,12,53,9,92,3.71,3.77,3.91,3.89,4.03
Narragansett Bock,Bock - Maibock,6.5,20,38,15,54,16,65,90,29,1,44,86,12,136,3.71,4.15,4.05,4.02,4.08
Berkshire Maibock Lager,Bock - Maibock,6.5,20,38,25,53,27,40,105,34,1,41,57,15,108,3.85,3.92,3.88,4.02,3.98
Blonde Double MaiBock,Bock - Maibock,7.0,20,38,21,47,20,38,83,36,0,43,53,9,87,3.67,3.91,3.83,3.82,3.82
Mai Bock,Bock - Maibock,6.0,20,38,36,59,14,39,71,20,0,23,68,17,107,3.72,3.83,3.79,3.72,3.86
Maibock,Bock - Maibock,7.3,20,38,15,38,18,31,88,27,1,23,38,8,92,3.34,3.6,3.41,3.48,3.43
Hacker-Pschorr Hubertus Bock,Bock - Maibock,6.8,20,38,26,42,27,42,58,32,0,37,63,11,114,3.64,3.89,3.79,3.75,3.86
Bucking Bock,Bock - Maibock,7.5,20,38,20,24,21,49,37,30,0,29,58,12,65,3.33,3.4,3.42,3.48,3.59
The Gift (WinterBock Lager),Bock - Maibock,6.5,20,38,15,32,16,16,65,20,0,20,17,9,62,3.61,3.65,3.81,3.76,3.87
Primátor Maibock,Bock - Maibock,7.5,20,38,15,42,29,62,62,22,2,24,82,12,78,3.63,3.91,3.73,3.69,3.7
Andechser Bergbock Hell,Bock - Maibock,7.0,20,38,21,50,21,35,67,18,1,21,58,8,97,3.79,3.78,4.01,4.02,4.09
Spaten Maibock / Premium Bock,Bock - Maibock,6.5,20,38,19,54,19,37,38,26,0,23,63,9,87,3.64,3.87,3.86,3.82,3.89
Maibock,Bock - Maibock,7.5,20,38,17,59,19,38,59,21,0,35,64,6,102,3.25,3.46,3.33,3.17,3.26
Serie Signature Maibock,Bock - Maibock,6.8,20,38,17,42,25,44,77,27,0,41,72,11,111,3.65,3.69,3.56,3.48,3.35
PENNdemonium,Bock - Maibock,8.0,20,38,12,50,36,53,100,47,1,70,73,13,109,3.65,3.74,3.78,3.75,3.82
Southampton May Bock,Bock - Maibock,6.5,20,38,23,57,15,30,94,48,1,49,43,11,116,3.84,3.88,3.98,4.11,4.22
Früh Bock,Bock - Maibock,6.0,20,38,37,38,14,40,65,28,0,38,70,8,90,3.85,4.15,4.2,4.1,4.3
Bock-Bier,Bock - Maibock,6.5,20,38,27,47,12,32,62,39,1,42,49,11,86,3.64,3.5,3.73,3.77,3.79
Brinkley's Maibock,Bock - Maibock,6.5,20,38,9,37,11,41,46,18,1,17,64,5,87,3.25,3.67,3.58,3.67,3.42
Heller Bock Saphir,Bock - Maibock,7.4,20,38,13,68,18,95,75,67,2,78,16,15,98,3.93,3.87,4.04,4.09,4.09
Gruffmeister 8,Bock - Maibock,8.0,20,38,19,34,38,28,54,25,1,23,42,3,89,3.62,3.69,3.88,3.76,3.69
Ramstein Maibock,Bock - Maibock,7.0,20,38,29,42,19,49,63,13,0,14,71,15,128,3.94,4.06,4.06,4.09,4.21
Dump Truck,Bock - Maibock,6.0,20,38,27,48,11,54,29,33,0,22,68,9,62,3.56,3.62,3.69,3.75,4.0
Samuel Adams Winter LagerBoston Beer Company (Samuel Adams),Bock - Traditional,5.6,20,30,8,29,5,33,24,13,1,17,27,45,64,3.53,3.81,3.67,3.7,3.81
Shiner Bock,Bock - Traditional,4.4,20,30,10,26,5,26,21,5,1,6,25,2,63,2.86,3.23,3.0,3.03,3.32
Samuel Adams Chocolate BockBoston Beer Company (Samuel Adams),Bock - Traditional,5.8,20,30,3,99,5,35,101,10,0,20,14,0,108,3.65,3.77,3.66,3.75,3.64
Michelob AmberBock,Bock - Traditional,5.2,20,30,6,27,8,16,31,6,0,5,15,1,80,2.68,3.18,2.8,2.84,3.13
Samuel Adams Cherry Chocolate BockBoston Beer Company (Samuel Adams),Bock - Traditional,5.8,20,30,6,32,18,25,52,17,0,110,13,3,138,3.83,3.83,3.82,3.85,3.88
Uff-da,Bock - Traditional,6.7,20,30,11,39,9,27,72,24,0,29,34,0,115,3.7,3.88,3.77,3.86,3.89
The Vixen Chocolate Chili BockBoston Beer Company (Samuel Adams),Bock - Traditional,8.5,20,30,9,32,32,30,129,16,0,32,14,4,130,3.9,3.9,4.0,4.3,4.2
St. Nikolaus Bock Bier,Bock - Traditional,6.0,20,30,19,61,3,47,54,8,0,13,36,24,102,3.89,4.0,3.92,4.07,4.09
Spring Bock,Bock - Traditional,6.9,20,30,11,50,35,31,42,7,1,10,43,6,93,3.61,3.67,3.69,3.72,3.75
Pandora's Bock,Bock - Traditional,7.5,20,30,11,41,22,20,88,25,0,39,31,13,100,3.26,3.55,3.37,3.3,3.37
Genesee Spring Bock,Bock - Traditional,5.2,20,30,13,39,5,18,50,10,2,12,21,1,67,3.13,3.8,3.47,3.44,3.87
Ur-Bock Dunkel,Bock - Traditional,6.5,20,30,10,38,18,40,55,14,0,18,41,5,88,3.63,3.82,3.74,3.76,3.78
La Trappe Bockbier,Bock - Traditional,7.0,20,30,15,58,17,35,77,22,0,39,38,21,106,4.0,4.26,4.02,4.09,3.99
Christmas Bock,Bock - Traditional,6.0,20,30,26,50,19,41,86,24,1,23,52,39,107,3.64,3.69,3.68,3.67,3.72
Noche Buena,Bock - Traditional,5.9,20,30,15,30,8,21,57,7,0,11,26,7,70,3.44,3.7,3.51,3.44,3.58
Schell's Bock,Bock - Traditional,6.1,20,30,21,60,21,23,95,23,2,37,33,6,152,3.79,3.92,3.94,4.03,4.07
Schokolade Bock,Bock - Traditional,6.0,20,30,11,88,5,39,88,6,0,7,21,4,159,3.78,3.79,3.7,3.93,3.98
Saranac Chocolate Lager,Bock - Traditional,6.0,20,30,29,32,16,75,114,9,1,6,51,5,47,3.34,3.39,3.5,3.42,3.37
Brother Benedict's Bock,Bock - Traditional,5.1,20,30,7,55,7,10,89,10,0,7,15,3,114,3.26,3.5,3.33,3.43,3.56
Winterbock,Bock - Traditional,7.5,20,30,13,44,24,39,91,27,0,33,41,13,110,3.31,3.72,3.3,3.07,3.06
Creemore Springs UrBock,Bock - Traditional,6.0,20,30,9,54,11,34,85,18,0,29,45,9,115,3.44,3.65,3.58,3.6,3.66
Mountain Holidays In Vermont,Bock - Traditional,5.8,20,30,12,74,12,48,88,22,1,25,47,26,119,3.7,3.84,3.81,3.75,3.82
Huber Bock Beer,Bock - Traditional,5.5,20,30,7,67,8,39,80,17,1,17,26,8,105,3.13,3.45,3.14,3.36,3.5
Kozlak,Bock - Traditional,6.5,20,30,10,41,20,23,86,18,0,33,23,11,113,3.49,3.74,3.39,3.57,3.4
Nero's 1st Century Double Dark Malt Ale,Bock - Traditional,8.0,20,30,13,41,20,23,97,36,0,46,26,13,81,2.83,3.83,3.0,2.92,3.08
Bokbier,Bock - Traditional,6.5,20,30,23,47,10,34,68,30,2,31,16,9,106,3.86,3.67,3.73,3.77,3.72
Mönchshof Bockbier,Bock - Traditional,6.9,20,30,12,40,20,31,92,33,0,41,37,6,91,3.71,3.94,3.71,3.84,3.81
Battlefield Bock,Bock - Traditional,6.5,20,30,9,74,7,44,59,5,0,4,26,8,84,3.62,3.92,3.88,3.79,3.92
Chouffe-Bok 6666,Bock - Traditional,6.66,20,30,15,50,18,38,103,55,0,56,38,33,101,3.76,3.96,3.89,4.02,3.96
Christoffel Bokbier,Bock - Traditional,7.8,20,30,8,55,23,25,114,29,0,54,31,6,95,3.56,3.4,3.48,3.52,3.52
Aass Bock,Bock - Traditional,6.5,20,30,5,49,14,34,81,15,0,21,25,3,76,3.85,3.99,3.82,4.04,3.93
Stegmaier Brewhouse Bock,Bock - Traditional,6.6,20,30,8,53,19,19,86,17,0,21,18,4,101,3.68,3.74,3.75,3.76,3.91
Bock De Joliette,Bock - Traditional,6.1,20,30,9,31,10,33,65,33,0,36,37,4,74,3.25,3.55,3.43,3.34,3.39
Dreher Bak,Bock - Traditional,7.3,20,30,8,62,23,57,63,10,0,11,38,4,91,3.5,3.86,3.66,3.77,3.64
Schneider Weisse Tap 6 Unser Aventinus,Bock - Weizenbock,8.2,15,35,14,73,7,17,95,38,1,91,17,45,107,4.27,4.18,4.2,4.39,4.23
Vitus,Bock - Weizenbock,7.7,15,35,14,53,23,11,52,48,0,72,15,47,50,4.14,4.15,4.17,4.26,4.25
Moonglow Weizenbock,Bock - Weizenbock,8.7,15,35,7,31,24,13,67,36,0,72,9,33,62,4.05,3.98,4.0,4.07,3.97
Bavarian-Styled Doppel Weizen,Bock - Weizenbock,8.7,15,35,4,32,10,35,52,43,0,61,46,9,68,3.89,3.79,3.73,3.79,3.79
Erdinger Weissbier Pikantus,Bock - Weizenbock,7.3,15,35,16,52,27,10,103,33,0,63,8,30,86,3.78,3.95,3.79,3.86,3.86
Ramstein Winter Wheat,Bock - Weizenbock,9.5,15,35,16,90,41,25,104,36,0,68,19,4,136,4.14,3.99,4.13,4.24,4.19
Schneider Weisse Tap X Mein Nelson Sauvin,Bock - Weizenbock,7.3,15,35,23,53,23,43,102,70,0,112,70,33,77,4.05,4.25,4.15,4.05,4.12
Primus Weizenbock,Bock - Weizenbock,8.3,15,35,13,68,15,17,59,24,0,65,19,46,82,4.14,4.01,3.99,4.19,3.96
Der Weisse Bock,Bock - Weizenbock,8.5,15,35,22,69,25,20,87,29,0,62,25,29,111,3.9,3.88,3.83,3.86,3.8
Plank Bavarian Heller Weizenbock,Bock - Weizenbock,7.5,15,35,23,64,37,21,88,42,0,99,43,34,118,3.89,4.1,3.95,4.04,4.02
Plank Bavarian Dunkler Weizenbock,Bock - Weizenbock,7.5,15,35,28,90,44,33,123,49,0,95,24,38,178,3.92,4.08,3.76,3.94,3.87
